166;A28.8;Other specified zoonotic bacterial diseases nec
167;A28.9;Zoonotic bacterial disease, unspecified
168;A30;Leprosy [Hansen disease]
169;A30.0;Indeterminate leprosy
170;A30.1;Tuberculoid leprosy
171;A30.2;Borderline tuberculoid leprosy
172;A30.3;Borderline leprosy
173;A30.4;Borderline lepromatous leprosy
174;A30.5;Lepromatous leprosy
175;A30.8;Other forms of leprosy
176;A30.9;Leprosy, unspecified
177;A31;Infection due to other mycobacteria
178;A31.0;Pulmonary mycobacterial infection
179;A31.1;Cutaneous mycobacterial infection
180;A31.8;Other mycobacterial infections
181;A31.9;Mycobacterial infection, unspecified
182;A32;Listeriosis
183;A32.0;Cutaneous listeriosis
184;A32.1;Listerial meningitis and meningoencephalitis
185;A32.7;Listerial septicaemia
186;A32.8;Other forms of listeriosis
187;A32.9;Listeriosis, unspecified
188;A33;Tetanus neonatorum
189;A34;Obstetrical tetanus
190;A35;Other tetanus
191;A36;Diphtheria
192;A36.0;Pharyngeal diphtheria
193;A36.1;Nasopharyngeal diphtheria
194;A36.2;Laryngeal diphtheria
195;A36.3;Cutaneous diphtheria
196;A36.8;Other diphtheria
197;A36.9;Diphtheria, unspecified
198;A37;Whooping cough
199;A37.0;Whooping cough due to bordetella pertussis
200;A37.1;Whooping cough due to bordetella parapertussis
201;A37.8;Whooping cough due to other bordetella species
202;A37.9;Whooping cough, unspecified
203;A38;Scarlet fever
204;A39;Meningococcal infection
205;A39.0;Meningococcal meningitis
206;A39.1;Waterhouse-friderichsen syndrome
207;A39.2;Acute meningococcaemia
208;A39.3;Chronic meningococcaemia
209;A39.4;Meningococcaemia, unspecified
210;A39.5;Meningococcal heart disease
211;A39.8;Other meningococcal infections
212;A39.9;Meningococcal infection, unspecified
213;A40;Streptococcal sepsis
214;A40.0;Septicaemia due to streptococcus, group a
215;A40.1;Septicaemia due to streptococcus, group b
216;A40.2;Septicaemia due to streptococcus, group d
217;A40.3;Septicaemia due to streptococcus pneumoniae
218;A40.8;Other streptococcal septicaemia
219;A40.9;Streptococcal septicaemia, unspecified
220;A41;Other sepsis
221;A41.0;Septicaemia due to staphylococcus aureus
222;A41.1;Septicaemia due to other specified staphylococcus
223;A41.2;Septicaemia due to unspecified staphylococcus
224;A41.3;Septicaemia due to haemophilus influenzae
225;A41.4;Septicaemia due to anaerobes
226;A41.5;Septicaemia due to other gram-negative organisms
227;A41.8;Other specified septicaemia
228;A41.9;Septicaemia, unspecified
229;A42;Actinomycosis
230;A42.0;Pulmonary actinomycosis
231;A42.1;Abdominal actinomycosis
232;A42.2;Cervicofacial actinomycosis
233;A42.7;Actinomycotic septicaemia
234;A42.8;Other forms of actinomycosis
235;A42.9;Actinomycosis, unspecified
236;A43;Nocardiosis
237;A43.0;Pulmonary nocardiosis
238;A43.1;Cutaneous nocardiosis
239;A43.8;Other forms of nocardiosis
240;A43.9;Nocardiosis, unspecified
241;A44;Bartonellosis
242;A44.0;Systemic bartonellosis
243;A44.1;Cutaneous and mucocutaneous bartonellosis
244;A44.8;Other forms of bartonellosis
245;A44.9;Bartonellosis, unspecified
246;A46;Erysipelas
247;A48;Other bacterial diseases, not elsewhere classified
248;A48.0;Gas gangrene
249;A48.1;Legionnaires' disease
250;A48.2;Nonpneumonic legionnaires' disease [pontiac fever]
251;A48.3;Toxic shock syndrome
252;A48.4;Brazilian purpuric fever
253;A48.8;Other specified bacterial diseases
254;A49;Bacterial infection of unspecified site
255;A49.0;Staphylococcal infection, unspecified
256;A49.1;Streptococcal infection, unspecified
257;A49.2;Haemophilus influenzae infection, unspecified
258;A49.3;Mycoplasma infection, unspecified
259;A49.8;Other bacterial infections of unspecified site
260;A49.9;Bacterial infection, unspecified
261;A50;Congenital syphilis
262;A50.0;Early congenital syphilis, symptomatic
263;A50.1;Early congenital syphilis, latent
264;A50.2;Early congenital syphilis, unspecified
265;A50.3;Late congenital syphilitic oculopathy
266;A50.4;Late congenital neurosyphilis [juvenile neurosyphilis]
267;A50.5;Other late congenital syphilis, symptomatic
268;A50.6;Late congenital syphilis, latent
269;A50.7;Late congenital syphilis, unspecified
270;A50.9;Congenital syphilis, unspecified
271;A51;Early syphilis
272;A51.0;Primary genital syphilis
273;A51.1;Primary anal syphilis
274;A51.2;Primary syphilis of other sites
275;A51.3;Secondary syphilis of skin and mucous membranes
276;A51.4;Other secondary syphilis
277;A51.5;Early syphilis, latent
278;A51.9;Early syphilis, unspecified
279;A52;Late syphilis
280;A52.0;Cardiovascular syphilis
281;A52.1;Symptomatic neurosyphilis
282;A52.2;Asymptomatic neurosyphilis
283;A52.3;Neurosyphilis, unspecified
284;A52.7;Other symptomatic late syphilis
285;A52.8;Late syphilis, latent
286;A52.9;Late syphilis, unspecified
287;A53;Other and unspecified syphilis
288;A53.0;Latent syphilis, unspecified as early or late
289;A53.9;Syphilis, unspecified
290;A54;Gonococcal infection
291;A54.0;Gonococcal infection lower genitourinary tract without periurethral / accessory gland abscess
292;A54.1;Gonococcal infection lower genitourinary tract with periurethral / accessory gland abscess
293;A54.2;Gonococcal pelviperitonitis and other gonococcal genitourinary infections
294;A54.3;Gonococcal infection of eye
295;A54.4;Gonococcal infection of musculoskeletal system
296;A54.5;Gonococcal pharyngitis
297;A54.6;Gonococcal infection of anus and rectum
298;A54.8;Other gonococcal infections
299;A54.9;Gonococcal infection, unspecified
300;A55;Chlamydial lymphogranuloma (venereum)
301;A56;Other sexually transmitted chlamydial diseases
302;A56.0;Chlamydial infection of lower genitourinary tract
303;A56.1;Chlamydial infection of pelviperitoneum other genitourinary organs
304;A56.2;Chlamydial infection of genitourinary tract, unspecified
305;A56.3;Chlamydial infection of anus and rectum
306;A56.4;Chlamydial infection of pharynx
307;A56.8;Sexually transmitted chlamydial infection of other sites
308;A57;Chancroid
309;A58;Granuloma inguinale
310;A59;Trichomoniasis
311;A59.0;Urogenital trichomoniasis
312;A59.8;Trichomoniasis of other sites
313;A59.9;Trichomoniasis, unspecified
314;A60;Anogenital herpesviral [herpes simplex] infection
315;A60.0;Herpesviral infection of genitalia and urogenital tract
316;A60.1;Herpesviral infection of perianal skin and rectum
317;A60.9;Anogenital herpesviral infection, unspecified
318;A63;Other predominantly sexually transmitted diseases, not elsewhere classified
319;A63.0;Anogenital (venereal) warts
320;A63.8;Other specified predominantly sexually transmitted diseases
321;A64;Unspecified sexually transmitted disease
322;A65;Nonvenereal syphilis
323;A66;Yaws
324;A66.0;Initial lesions of yaws
325;A66.1;Multiple papillomata and wet crab yaws
326;A66.2;Other early skin lesions of yaws
327;A66.3;Hyperkeratosis of yaws
328;A66.4;Gummata and ulcers of yaws
329;A66.5;Gangosa
330;A66.6;Bone and joint lesions of yaws
331;A66.7;Other manifestations of yaws
332;A66.8;Latent yaws
333;A66.9;Yaws, unspecified
334;A67;Pinta [carate]
335;A67.0;Primary lesions of pinta
336;A67.1;Intermediate lesions of pinta
337;A67.2;Late lesions of pinta
338;A67.3;Mixed lesions of pinta
339;A67.9;Pinta, unspecified
340;A68;Relapsing fevers
341;A68.0;Louse-borne relapsing fever
342;A68.1;Tick-borne relapsing fever
343;A68.9;Relapsing fever, unspecified
344;A69;Other spirochaetal infections
345;A69.0;Necrotizing ulcerative stomatitis
346;A69.1;Other vincent's infections
347;A69.2;Lyme disease
348;A69.8;Other specified spirochaetal infections
349;A69.9;Spirochaetal infection, unspecified
350;A70;Chlamydia psittaci infection
351;A71;Trachoma
352;A71.0;Initial stage of trachoma
353;A71.1;Active stage of trachoma
354;A71.9;Trachoma, unspecified
355;A74;Other diseases caused by chlamydiae
356;A74.0;Chlamydial conjunctivitis
357;A74.8;Other chlamydial diseases
358;A74.9;Chlamydial infection, unspecified
359;A75;Typhus fever
360;A75.0;Epidemic louse-borne typhus fever due to rickettsia prowazekii
361;A75.1;Recrudescent typhus [brill's disease]
362;A75.2;Typhus fever due to rickettsia typhi
363;A75.3;Typhus fever due to rickettsia tsutsugamushi
364;A75.9;Typhus fever, unspecified
365;A77;Spotted fever [tick-borne rickettsioses]
366;A77.0;Spotted fever due to rickettsia rickettsii
367;A77.1;Spotted fever due to rickettsia conorii
368;A77.2;Spotted fever due to rickettsia sibirica
369;A77.3;Spotted fever due to rickettsia australis
370;A77.8;Other spotted fevers
371;A77.9;Spotted fever, unspecified
372;A78;Q fever
373;A79;Other rickettsioses
374;A79.0;Trench fever
375;A79.1;Rickettsialpox due to rickettsia akari
376;A79.8;Other specified rickettsioses
377;A79.9;Rickettsiosis, unspecified
378;A80;Acute poliomyelitis
379;A80.0;Acute paralytic poliomyelitis, vaccine-associated
380;A80.1;Acute paralytic poliomyelitis, wild virus, imported
381;A80.2;Acute paralytic poliomyelitis, wild virus, indigenous
382;A80.3;Acute paralytic poliomyelitis, other and unspecified
383;A80.4;Acute nonparalytic poliomyelitis
384;A80.9;Acute poliomyelitis, unspecified
385;A81;Atypical virus infections of central nervous system
386;A81.0;Creutzfeldt-jakob disease
387;A81.1;Subacute sclerosing panencephalitis
388;A81.2;Progressive multifocal leukoencephalopathy
389;A81.8;Other atypical virus infections of central nervous system
390;A81.9;Atypical virus infection of central nervous system, unspecified
391;A82;Rabies
392;A82.0;Sylvatic rabies
393;A82.1;Urban rabies
394;A82.9;Rabies, unspecified
395;A83;Mosquito-borne viral encephalitis
396;A83.0;Japanese encephalitis
397;A83.1;Western equine encephalitis
398;A83.2;Eastern equine encephalitis
399;A83.3;St louis encephalitis
400;A83.4;Australian encephalitis
401;A83.5;California encephalitis
402;A83.6;Rocio virus disease
403;A83.8;Other mosquito-borne viral encephalitis
404;A83.9;Mosquito-borne viral encephalitis, unspecified
405;A84;Tick-borne viral encephalitis
406;A84.0;Far east tick-born enceph-russn spring-summ enceph
407;A84.1;Central european tick-borne encephalitis
408;A84.8;Other tick-borne viral encephalitis
409;A84.9;Tick-borne viral encephalitis, unspecified
410;A85;Other viral encephalitis, not elsewhere classified
411;A85.0;Enteroviral encephalitis
412;A85.1;Adenoviral encephalitis
413;A85.2;Arthropod-borne viral encephalitis, unspecified
414;A85.8;Other specified viral encephalitis
415;A86;Unspecified viral encephalitis
416;A87;Viral meningitis
417;A87.0;Enteroviral meningitis
418;A87.1;Adenoviral meningitis
419;A87.2;Lymphocytic choriomeningitis
420;A87.8;Other viral meningitis
421;A87.9;Viral meningitis, unspecified
422;A88;Other viral infections of central nervous system, not elsewhere classified
423;A88.0;Enteroviral exanthematous fever [boston exanthem]
424;A88.1;Epidemic vertigo
425;A88.8;Other specified viral infections of central nervous system
426;A89;Unspecified viral infection of central nervous system
427;A90;Dengue fever [classical dengue]
428;A91;Dengue haemorrhagic fever
429;A92;Other mosquito-borne viral fevers
430;A92.0;Chikungunya virus disease
431;A92.1;O'nyong-nyong fever
432;A92.2;Venezuelan equine fever
433;A92.3;West nile fever
434;A92.4;Rift valley fever
435;A92.8;Other specified mosquito-borne viral fevers
436;A92.9;Mosquito-borne viral fever, unspecified
437;A93;Other arthropod-borne viral fevers, not elsewhere classified
438;A93.0;Oropouche virus disease
439;A93.1;Sandfly fever
440;A93.2;Colorado tick fever
441;A93.8;Other specified arthropod-borne viral fevers
442;A94;Unspecified arthropod-borne viral fever
443;A95;Yellow fever
444;A95.0;Sylvatic yellow fever
445;A95.1;Urban yellow fever
446;A95.9;Yellow fever, unspecified
447;A96;Arenaviral haemorrhagic fever
448;A96.0;Junin haemorrhagic fever
449;A96.1;Machupo haemorrhagic fever
450;A96.2;Lassa fever
451;A96.8;Other arenaviral haemorrhagic fevers
452;A96.9;Arenaviral haemorrhagic fever, unspecified
453;A98;Other viral haemorrhagic fevers, not elsewhere classified
454;A98.0;Crimean-congo haemorrhagic fever
455;A98.1;Omsk haemorrhagic fever
456;A98.2;Kyasanur forest disease
457;A98.3;Marburg virus disease
458;A98.4;Ebola virus disease
459;A98.5;Haemorrhagic fever with renal syndrome
460;A98.8;Other specified viral haemorrhagic fevers
461;A99;Unspecified viral haemorrhagic fever
462;B00;Herpesviral [herpes simplex] infections
463;B00.0;Eczema herpeticum
464;B00.1;Herpesviral vesicular dermatitis
465;B00.2;Herpesviral gingivostomatitis and pharyngotonsillitis
466;B00.3;Herpesviral meningitis
467;B00.4;Herpesviral encephalitis
468;B00.5;Herpesviral ocular disease
469;B00.7;Disseminated herpesviral disease
470;B00.8;Other forms of herpesviral infection
471;B00.9;Herpesviral infection, unspecified
472;B01;Varicella [chickenpox]
473;B01.0;Varicella meningitis
474;B01.1;Varicella encephalitis
475;B01.2;Varicella pneumonia
476;B01.8;Varicella with other complications
477;B01.9;Varicella without complication
478;B02;Zoster [herpes zoster]
479;B02.0;Zoster encephalitis
480;B02.1;Zoster meningitis
481;B02.2;Zoster with other nervous system involvement
482;B02.3;Zoster ocular disease
483;B02.7;Disseminated zoster
484;B02.8;Zoster with other complications
485;B02.9;Zoster without complication
486;B03;Smallpox
487;B04;Monkeypox
488;B05;Measles
489;B05.0;Measles complicated by encephalitis
490;B05.1;Measles complicated by meningitis
491;B05.2;Measles complicated by pneumonia
492;B05.3;Measles complicated by otitis media
493;B05.4;Measles with intestinal complications
494;B05.8;Measles with other complications
495;B05.9;Measles without complication
496;B06;Rubella [German measles]
497;B06.0;Rubella with neurological complications
498;B06.8;Rubella with other complications
499;B06.9;Rubella without complication
500;B07;Viral warts
501;B08;Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified
502;B08.0;Other orthopoxvirus infections
503;B08.1;Molluscum contagiosum
504;B08.2;Exanthema subitum [sixth disease]
505;B08.3;Erythema infectiosum [fifth disease]
506;B08.4;Enteroviral vesicular stomatitis with exanthem
507;B08.5;Enteroviral vesicular pharyngitis
508;B08.6;Exanthematic febrile disease (MEXICO)
509;B08.8;Other specified viral infections characterized skin / mucous membrane lesions
510;B09;Unspecified viral infection characterized skin / mucous membrane lesions
511;B15;Acute hepatitis A
512;B15.0;Hepatitis a with hepatic coma
513;B15.9;Hepatitis a without hepatic coma
514;B16;Acute hepatitis B
515;B16.0;Acute hepatitis b with delta-agent (coinfection) with hepatitis coma
516;B16.1;Acute hepatitis b with delta-agent (coinfection) without hepatitis coma
517;B16.2;Acute hepatitis b without delta-agent with hepatic coma
518;B16.9;Acute hepatitis b without delta-agent and without hepatatitis coma
519;B17;Other acute viral hepatitis
520;B17.0;Acute delta-(super)infection of hepatitis b carrier
521;B17.1;Acute hepatitis c
522;B17.2;Acute hepatitis e
523;B17.8;Other specified acute viral hepatitis
524;B17.9;Acute viral hepatitis, unspecified
525;B18;Chronic viral hepatitis
526;B18.0;Chronic viral hepatitis b with delta-agent
527;B18.1;Chronic viral hepatitis b without delta-agent
528;B18.2;Chronic viral hepatitis c
529;B18.8;Other chronic viral hepatitis
530;B18.9;Chronic viral hepatitis, unspecified
531;B19;Unspecified viral hepatitis
532;B19.0;Unspecified viral hepatitis hepatic with coma
533;B19.9;Unspecified viral hepatitis without hepatic coma
534;B20;Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
535;B20.0;HIV disease resulting in mycobacterial infection
536;B20.1;HIV disease resulting in other bacterial infections
537;B20.2;HIV disease resulting in cytomegaloviral disease
538;B20.3;HIV disease resulting in other viral infections
539;B20.4;HIV disease resulting in candidiasis
540;B20.5;HIV disease resulting in other mycoses
541;B20.6;HIV disease resulting in pneumocystis carinii pneumonia
542;B20.7;HIV disease resulting in multiple infections
543;B20.8;HIV disease resulting in other infectious and parasitic disease
544;B20.9;HIV disease resulting in unspecified infectious or parasitic disease
545;B21;Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
546;B21.0;HIV disease resulting in kaposi's sarcoma
547;B21.1;HIV disease resulting in burkitt's lymphoma
548;B21.2;HIV dis resulting oth types of non-hodgkin's lymphoma
549;B21.3;HIV dis result oth mal neo lymphoid haematopoietic rel tis
550;B21.7;HIV disease resulting in multiple malignant neoplasms
551;B21.8;HIV disease resulting in other malignant neoplasms
552;B21.9;HIV disease resulting in unspecified malignant neoplasm
553;B22;Human immunodeficiency virus [HIV] disease resulting in other specified diseases
554;B22.0;HIV disease resulting in encephalopathy
555;B22.1;HIV disease resulting in lymphoid interstitial pneumonitis
556;B22.2;HIV disease resulting in wasting syndrome
557;B22.7;HIV dis resulting in multiple diseases classif elsewhere
558;B23;Human immunodeficiency virus [HIV] disease resulting in other conditions
559;B23.0;Acute HIV infection syndrome
560;B23.1;HIV dis result (persistent) generalized lymphadenopathy
561;B23.2;HIV dis result haematologic / immunologic abnorm nec
562;B23.8;HIV disease resulting in other specified conditions
563;B24;Unspecified human immunodeficiency virus [hiv] disease
564;B25;Cytomegaloviral disease
565;B25.0;Cytomegaloviral pneumonitis
566;B25.1;Cytomegaloviral hepatitis
567;B25.2;Cytomegaloviral pancreatitis
568;B25.8;Other cytomegaloviral diseases
569;B25.9;Cytomegaloviral disease, unspecified
570;B26;Mumps
571;B26.0;Mumps orchitis
572;B26.1;Mumps meningitis
573;B26.2;Mumps encephalitis
574;B26.3;Mumps pancreatitis
575;B26.8;Mumps with other complications
576;B26.9;Mumps without complication
577;B27;Infectious mononucleosis
578;B27.0;Gammaherpesviral mononucleosis
579;B27.1;Cytomegaloviral mononucleosis
580;B27.8;Other infectious mononucleosis
581;B27.9;Infectious mononucleosis, unspecified
582;B30;Viral conjunctivitis
583;B30.0;Keratoconjunctivitis due to adenovirus
584;B30.1;Conjunctivitis due to adenovirus
585;B30.2;Viral pharyngoconjunctivitis
586;B30.3;Acute epid haemorrhagic conjunctivitis (enteroviral)
587;B30.8;Other viral conjunctivitis
588;B30.9;Viral conjunctivitis, unspecified
589;B33;Other viral diseases, not elsewhere classified
590;B33.0;Epidemic myalgia
591;B33.1;Ross river disease
592;B33.2;Viral carditis
593;B33.3;Retrovirus infections, not elsewhere classified
594;B33.4;Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS]
595;B33.8;Other specified viral diseases
596;B34;Viral infection of unspecified site
597;B34.0;Adenovirus infection, unspecified
598;B34.1;Enterovirus infection, unspecified
599;B34.2;Coronavirus infection, unspecified
600;B34.3;Parvovirus infection, unspecified
601;B34.4;Papovavirus infection, unspecified
602;B34.8;Other viral infections of unspecified site
603;B34.9;Viral infection, unspecified
604;B35;Dermatophytosis
605;B35.0;Tinea barbae and tinea capitis
606;B35.1;Tinea unguium
607;B35.2;Tinea manuum
608;B35.3;Tinea pedis
609;B35.4;Tinea corporis
610;B35.5;Tinea imbricata
611;B35.6;Tinea cruris
612;B35.8;Other dermatophytoses
613;B35.9;Dermatophytosis, unspecified
614;B36;Other superficial mycoses
615;B36.0;Pityriasis versicolor
616;B36.1;Tinea nigra
617;B36.2;White piedra
618;B36.3;Black piedra
619;B36.8;Other specified superficial mycoses
620;B36.9;Superficial mycosis, unspecified
621;B37;Candidiasis
622;B37.0;Candidal stomatitis
623;B37.1;Pulmonary candidiasis
624;B37.2;Candidiasis of skin and nail
625;B37.3;Candidiasis of vulva and vagina
626;B37.4;Candidiasis of other urogenital sites
627;B37.5;Candidal meningitis
628;B37.6;Candidal endocarditis
629;B37.7;Candidal septicaemia
630;B37.8;Candidiasis of other sites
631;B37.9;Candidiasis, unspecified
632;B38;Coccidioidomycosis
633;B38.0;Acute pulmonary coccidioidomycosis
634;B38.1;Chronic pulmonary coccidioidomycosis
635;B38.2;Pulmonary coccidioidomycosis, unspecified
636;B38.3;Cutaneous coccidioidomycosis
637;B38.4;Coccidioidomycosis meningitis
638;B38.7;Disseminated coccidioidomycosis
639;B38.8;Other forms of coccidioidomycosis
640;B38.9;Coccidioidomycosis, unspecified
641;B39;Histoplasmosis
642;B39.0;Acute pulmonary histoplasmosis capsulati
643;B39.1;Chronic pulmonary histoplasmosis capsulati
644;B39.2;Pulmonary histoplasmosis capsulati, unspecified
645;B39.3;Disseminated histoplasmosis capsulati
646;B39.4;Histoplasmosis capsulati, unspecified
647;B39.5;Histoplasmosis duboisii
648;B39.9;Histoplasmosis, unspecified
649;B40;Blastomycosis
650;B40.0;Acute pulmonary blastomycosis
651;B40.1;Chronic pulmonary blastomycosis
652;B40.2;Pulmonary blastomycosis, unspecified
653;B40.3;Cutaneous blastomycosis
654;B40.7;Disseminated blastomycosis
655;B40.8;Other forms of blastomycosis
656;B40.9;Blastomycosis, unspecified
657;B41;Paracoccidioidomycosis
658;B41.0;Pulmonary paracoccidioidomycosis
659;B41.7;Disseminated paracoccidioidomycosis
660;B41.8;Other forms of paracoccidioidomycosis
661;B41.9;Paracoccidioidomycosis, unspecified
662;B42;Sporotrichosis
663;B42.0;Pulmonary sporotrichosis
664;B42.1;Lymphocutaneous sporotrichosis
665;B42.7;Disseminated sporotrichosis
666;B42.8;Other forms of sporotrichosis
667;B42.9;Sporotrichosis, unspecified
668;B43;Chromomycosis and phaeomycotic abscess
669;B43.0;Cutaneous chromomycosis
670;B43.1;Phaeomycotic brain abscess
671;B43.2;Subcutaneous phaeomycotic abscess and cyst
